,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
460382,222107836,4/9/2022 0:00,4/7/2022 0:00,1100,21,Topanga,2134,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1420 0344,53,M,W,202.0,LIQUOR STORE,,,IC,Invest Cont,341.0,,,,22300    SHERMAN                      WY,,34.201,-118.6134
248937,210810497,6/15/2021 0:00,6/15/2021 0:00,930,8,West LA,858,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,44,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,1100 S  ROBERTSON                    BL,,34.0521,-118.3864
2078,201013431,9/25/2020 0:00,9/25/2020 0:00,500,10,West Valley,1067,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344 1300 1420,36,M,W,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,331.0,,,,5400    WHITE OAK                    AV,,34.1693,-118.5184
408114,210615761,9/12/2021 0:00,9/12/2021 0:00,1430,6,Hollywood,626,2,664,"BUNCO, PETTY THEFT",0701 1900,65,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,2000    HOLLY                        DR,,34.1075,-118.3296
867938,231513021,8/1/2023 0:00,8/1/2023 0:00,420,15,N Hollywood,1526,2,647,THROWING OBJECT AT MOVING VEHICLE,1300,0,M,O,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,647.0,,,,ERWIN,LANKERSHIM,34.183,-118.3856
439949,220106119,2/6/2022 0:00,2/5/2022 0:00,1945,1,Central,164,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1810 0334 0443 1402 0913 0603,39,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,998.0,,,100 W  7TH                          ST,,34.0446,-118.2507
721364,230613952,8/16/2023 0:00,8/15/2023 0:00,2300,6,Hollywood,636,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 1300 0329,29,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,6400    YUCCA                        ST,,34.1039,-118.3297
959301,240905420,2/9/2024 0:00,1/19/2024 0:00,1040,9,Van Nuys,909,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,7300    WOODMAN                      AV,,34.2031,-118.4313
151496,201911657,7/1/2020 0:00,6/8/2020 0:00,1100,19,Mission,1998,2,354,THEFT OF IDENTITY,1822,70,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13900    STROUD                       ST,,34.2117,-118.4381
730694,232107647,4/7/2023 0:00,4/7/2023 0:00,1920,21,Topanga,2115,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 0400,28,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,21600    ROSCOE                       BL,,34.2198,-118.6003
209682,210412765,9/11/2021 0:00,9/9/2021 0:00,1730,4,Hollenbeck,454,1,310,BURGLARY,0344 1606,24,M,B,503.0,HOTEL,,,IC,Invest Cont,310.0,,,,100 S  BOYLE                        AV,,34.0467,-118.2198
113848,200500865,12/12/2020 0:00,12/12/2020 0:00,2240,5,Harbor,558,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1407 1100 1402,0,X,X,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,753.0,998.0,,,SANTA CRUZ,PALOS VERDES,33.7442,-118.2814
538975,221306959,2/26/2022 0:00,2/25/2022 0:00,2200,13,Newton,1362,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,400 E  47TH                         ST,,34.0007,-118.2696
164809,201909404,5/4/2020 0:00,5/2/2020 0:00,1030,19,Mission,1962,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,AA,Adult Arrest,510.0,,,,PLUMMER,NOBLE,34.2427,-118.461
2643,200808589,4/22/2020 0:00,4/22/2020 0:00,1420,8,West LA,892,1,220,ATTEMPTED ROBBERY,2031 2004 1300 1317 1240 1822 2035 0444 0355 0432,59,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,220.0,,,,2400 S  BARRINGTON                   AV,,34.0316,-118.4457
428606,221906536,3/2/2022 0:00,3/1/2022 0:00,945,19,Mission,1966,2,354,THEFT OF IDENTITY,,34,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,9300    VAN NUYS                     BL,,34.2386,-118.4464
875339,231906945,3/14/2023 0:00,3/12/2023 0:00,1300,19,Mission,1958,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,VAN NUYS                     BL,CANTERBURY                   AV,34.2492,-118.4453
610148,221817533,9/17/2022 0:00,9/17/2022 0:00,850,18,Southeast,1826,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0416 0447,57,F,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,230.0,,,,102ND                        ST,COMPTON                      BL,33.9443,-118.2462
693061,230107903,3/1/2023 0:00,2/11/2023 0:00,1600,1,Central,143,1,330,BURGLARY FROM VEHICLE,1609 0344 1300,19,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,330.0,,,,200 W  5TH                          ST,,34.0488,-118.25
512353,220411000,7/18/2022 0:00,7/18/2022 0:00,900,4,Hollenbeck,466,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,31,F,H,108.0,PARKING LOT,,,AA,Adult Arrest,740.0,,,,2500    MICHIGAN                     AV,,34.0447,-118.2075
308779,210508099,4/18/2021 0:00,4/17/2021 0:00,800,5,Harbor,507,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1600 W  227TH                        ST,,33.8202,-118.3064
970221,241515460,11/14/2024 0:00,11/14/2024 0:00,910,15,N Hollywood,1549,2,888,TRESPASSING,,0,X,X,913.0,MTA - RED LINE - NORTH HOLLYWOOD,,,AA,Adult Arrest,888.0,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
75673,200515493,10/19/2020 0:00,10/16/2020 0:00,900,5,Harbor,504,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385 1300 0344 1602,31,F,W,108.0,PARKING LOT,,,IC,Invest Cont,331.0,,,,1400 W  KNOX                         ST,,33.8542,-118.2994
659499,231215616,7/13/2023 0:00,7/13/2023 0:00,1,12,77th Street,1257,1,310,BURGLARY,0344 1822 0216,24,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,800 W  79TH                         ST,,33.9693,-118.285
764442,230914855,10/3/2023 0:00,10/3/2023 0:00,100,9,Van Nuys,937,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,13700    VICTORY                      BL,,34.1867,-118.4313
624604,221217670,8/15/2022 0:00,8/14/2022 0:00,338,12,77th Street,1245,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,33,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,341.0,,,,1000 W  70TH                         ST,,33.9762,-118.2919
935189,241306742,2/27/2024 0:00,1/2/2024 0:00,100,13,Newton,1323,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,800 E  24TH                         ST,,34.0228,-118.2592
567161,221808923,4/9/2022 0:00,4/9/2022 0:00,1110,18,Southeast,1841,1,210,ROBBERY,0344 1202 1822 0216 0355 0448 0354,62,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,500 W  111TH                        ST,,33.9348,-118.2826
290817,212116850,11/24/2021 0:00,11/22/2021 0:00,1930,21,Topanga,2143,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),325,35,M,X,406.0,OTHER STORE,,,IC,Invest Cont,343.0,,,,22900    VANOWEN                      ST,,34.1937,-118.6255
822148,231911936,7/22/2023 0:00,6/3/2023 0:00,2000,19,Mission,1906,2,354,THEFT OF IDENTITY,0922 0930 0935,31,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,13400    BERG                         ST,,34.3209,-118.4269
127703,201704526,1/13/2020 0:00,1/8/2020 0:00,1800,17,Devonshire,1783,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,37,M,W,101.0,STREET,,,IC,Invest Cont,740.0,,,,9000    VANALDEN                     AV,,34.2341,-118.5493
481529,220511365,7/15/2022 0:00,7/15/2022 0:00,1650,5,Harbor,557,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0397 1259,17,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,300 S  GAFFEY                       ST,,33.7415,-118.2923
771465,231614086,11/15/2023 0:00,11/10/2023 0:00,1730,16,Foothill,1698,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,740.0,,,,7900    AJAY                         DR,,34.2141,-118.3604
829851,230313112,7/4/2023 0:00,7/4/2023 0:00,1330,3,Southwest,316,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 0913 1814 0416 0446,28,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236.0,,,,2200 S  HOBART                       BL,,34.0362,-118.3078
12455,201200798,7/31/2020 0:00,7/31/2020 0:00,2040,12,77th Street,1265,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1402 0329 1822,37,F,B,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1200 W  81ST                         PL,,33.9651,-118.2959
383048,210900693,6/20/2021 0:00,6/19/2021 0:00,2152,9,Van Nuys,919,2,946,OTHER MISCELLANEOUS CRIME,1501,0,X,X,101.0,STREET,,,IC,Invest Cont,946.0,,,,WOODMAN,KITTRIDGE,34.1903,-118.4313
790650,231420907,11/29/2023 0:00,11/28/2023 0:00,1700,14,Pacific,1483,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8600    GULANA                       AV,,33.9589,-118.4346
686236,230125673,12/5/2023 0:00,6/8/2023 0:00,2000,1,Central,142,2,624,BATTERY - SIMPLE ASSAULT,0416 0443 0319,55,F,H,123.0,PARKING UNDERGROUND/BUILDING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,300 S  GRAND                        AV,,34.053,-118.2512
894916,240121792,11/27/2024 0:00,11/26/2024 0:00,1312,1,Central,182,1,330,BURGLARY FROM VEHICLE,344,43,F,B,101.0,STREET,,,IC,Invest Cont,330.0,,,,W  12TH                         ST,S  HOPE                         ST,34.0408,-118.2644
601837,221609508,6/15/2022 0:00,6/15/2022 0:00,1200,16,Foothill,1663,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,23,F,H,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,9400    SAN FERNANDO                 RD,,34.24,-118.3944
112840,201207954,2/27/2020 0:00,2/27/2020 0:00,915,12,77th Street,1269,1,210,ROBBERY,1309 1822 0342 0302 0370 0346 0449 1202,65,F,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,210.0,,,,900 E  80TH                         ST,,33.9665,-118.2586
1005106,250304222,2/25/2025 0:00,2/21/2025 0:00,700,3,Southwest,338,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100 W  31ST                         ST,,34.0265,-118.2883
834766,231204777,1/14/2023 0:00,1/14/2023 0:00,1530,12,77th Street,1249,1,210,ROBBERY,0344 0416 0445 0447 0411,0,X,X,202.0,LIQUOR STORE,212.0,BOTTLE,IC,Invest Cont,210.0,,,,400 W  FLORENCE                     AV,,33.979,-118.2839
359741,211709039,5/27/2021 0:00,5/27/2021 0:00,1230,17,Devonshire,1776,2,888,TRESPASSING,1501 1202 0913 0554,61,M,B,121.0,YARD (RESIDENTIAL/BUSINESS),,,AO,Adult Other,888.0,,,,16900    PLUMMER                      ST,,34.243,-118.5003
723843,230910835,6/20/2023 0:00,6/10/2023 0:00,1105,9,Van Nuys,946,2,354,THEFT OF IDENTITY,1501 1822,58,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,5800    CANTALOUPE                   AV,,34.1758,-118.4345
649466,230711017,6/19/2023 0:00,6/18/2023 0:00,2253,7,Wilshire,789,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,WASHINGTON,3RD                          AV,34.0399,-118.3201
821946,231309522,4/21/2023 0:00,4/20/2023 0:00,400,13,Newton,1333,1,520,VEHICLE - ATTEMPT STOLEN,1300 0344 1612,50,M,H,101.0,STREET,,,IC,Invest Cont,520.0,,,,3100    MAPLE                        AV,,34.0196,-118.2679
190843,202109593,5/20/2020 0:00,5/7/2020 0:00,2300,21,Topanga,2185,1,330,BURGLARY FROM VEHICLE,344,22,F,W,101.0,STREET,,,IC,Invest Cont,330.0,,,,22100    SAN MIGUEL                   ST,,34.1586,-118.608
62206,200122261,12/11/2020 0:00,12/11/2020 0:00,1100,1,Central,147,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0443 1309 0319 1822 2004,42,F,B,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,230.0,,,,300    WINSTON                      ST,,34.0451,-118.2439
675997,231014231,9/26/2023 0:00,9/1/2023 0:00,2330,10,West Valley,1008,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0552 0400 0416 1259,13,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627.0,,,,6700    HAYVENHURST                  AV,,34.1922,-118.4924
349015,210206812,3/10/2021 0:00,3/10/2021 0:00,1100,2,Rampart,216,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0329 0344 0385,24,F,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,TEMPLE                       ST,ROSENELL                     TR,34.0714,-118.2715
328971,212018212,12/12/2021 0:00,12/12/2021 0:00,2210,20,Olympic,2056,2,623,BATTERY POLICE (SIMPLE),0319 0416 0446 1212 1822,29,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,623.0,,,,900 S  NEW HAMPSHIRE                AV,,34.05,-118.2926
348817,210117308,9/22/2021 0:00,9/21/2021 0:00,1530,1,Central,135,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329,0,M,O,707.0,GARAGE/CARPORT,,,IC,Invest Cont,740.0,,,,200 S  MAIN                         ST,,34.0506,-118.2449
2945,200308542,3/14/2020 0:00,3/14/2020 0:00,1,3,Southwest,307,1,330,BURGLARY FROM VEHICLE,1601 1300 0321 0344,48,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,330.0,,,,2500    VIRGINIA                     RD,,34.0332,-118.3389
34748,200116490,8/16/2020 0:00,8/16/2020 0:00,1130,1,Central,139,2,888,TRESPASSING,1501 1402,47,M,H,726.0,POLICE FACILITY,,,IC,Invest Cont,888.0,998.0,,,700 E  3RD                          ST,,34.0455,-118.2379
349812,210804547,1/18/2021 0:00,1/15/2021 0:00,500,8,West LA,884,1,310,BURGLARY,1210 0206 0216 0321 0344 1609 1822 1309 1420,35,F,O,123.0,PARKING UNDERGROUND/BUILDING,,,AA,Adult Arrest,310.0,,,,2200 S  BENTLEY                      AV,,34.0392,-118.4358
160112,211005364,2/15/2021 0:00,12/23/2020 0:00,800,10,West Valley,1034,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1822 0394 0352,27,F,W,119.0,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341.0,,,,17900    ERWIN                        ST,,34.1839,-118.5244
695340,230413808,10/27/2023 0:00,10/17/2023 0:00,2027,4,Hollenbeck,469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),325,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,442.0,,,,3400 E  4TH                          ST,,34.034,-118.1969
820072,230219167,10/15/2023 0:00,10/15/2023 0:00,1115,2,Rampart,295,1,210,ROBBERY,0916 0319 0357 0342 1822 0906,39,M,H,101.0,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,210.0,998.0,,,VENICE,BURLINGTON,34.0424,-118.281
632160,222018573,12/12/2022 0:00,12/11/2022 0:00,1200,20,Olympic,2029,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2000 0432 0910 1814 0421 0422,30,M,H,920.0,MTA - PURPLE LINE - WILSHIRE/VERMONT,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,3100    WILSHIRE                     BL,,34.0652,-118.2878
93528,201010517,6/29/2020 0:00,6/28/2020 0:00,1500,10,West Valley,1049,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,55,F,O,109.0,PARK/PLAYGROUND,,,IC,Invest Cont,440.0,,,,6300    BALBOA                       BL,,34.1841,-118.5011
770490,232110525,6/2/2023 0:00,5/21/2023 0:00,2040,21,Topanga,2185,1,440,THEFT PLAIN - PETTY ($950 & UNDER),394,27,M,O,145.0,MAIL BOX,,,IC,Invest Cont,440.0,,,,22100    CLARENDON                    ST,,34.1697,-118.608
438327,220413027,9/9/2022 0:00,9/9/2022 0:00,600,4,Hollenbeck,456,1,330,BURGLARY FROM VEHICLE,1302 0329,48,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,2700    WINTER                       ST,,34.0491,-118.2016
820566,232015578,9/18/2023 0:00,9/18/2023 0:00,915,20,Olympic,2058,2,940,EXTORTION,0421 0337 1822 0319 0432,29,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,940.0,,,,900    ARAPAHOE                     ST,,34.055,-118.2854
982987,242106781,3/11/2024 0:00,3/9/2024 0:00,1100,21,Topanga,2161,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1609,40,F,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740.0,,,,5900    FAIRHAVEN                    AV,,34.1773,-118.6545
440492,222110436,6/12/2022 0:00,6/12/2022 0:00,1130,21,Topanga,2177,2,624,BATTERY - SIMPLE ASSAULT,0416 0605 0919 1822,21,M,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,TOPANGA CANYON,OXNARD,34.1792,-118.6054
12858,201225356,11/28/2020 0:00,11/28/2020 0:00,930,12,77th Street,1256,2,903,CONTEMPT OF COURT,0913 0562 2038,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,903.0,,,,7300 S  VERMONT                      AV,,33.9727,-118.2914
691107,230816928,11/15/2023 0:00,11/15/2023 0:00,915,8,West LA,892,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0448 1814 2000 0400,0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,2400    PURDUE                       AV,,34.034,-118.4404
942914,240105042,1/16/2024 0:00,1/16/2024 0:00,15,1,Central,156,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2006 0321 0446 0416 1814 2000 2004,34,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626.0,,,,500    SAN JULIAN                   ST,,34.0446,-118.245
672635,230413145,10/5/2023 0:00,10/5/2023 0:00,1600,4,Hollenbeck,422,2,624,BATTERY - SIMPLE ASSAULT,0913 1817 1259 0400 0448 0429 0416,15,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624.0,,,,3000 N  BROADWAY,,34.0737,-118.2104
478493,221708698,5/10/2022 0:00,4/30/2022 0:00,800,17,Devonshire,1728,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924,0,X,X,203.0,OTHER BUSINESS,,,IC,Invest Cont,649.0,,,,11000    DARBY                        AV,,34.2695,-118.5338
470835,221906440,3/1/2022 0:00,3/1/2022 0:00,1045,19,Mission,1991,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,503.0,HOTEL,,,IC,Invest Cont,745.0,,,,8200    ORION                        AV,,34.2197,-118.4721
121266,201912249,7/17/2020 0:00,7/17/2020 0:00,2050,19,Mission,1969,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1822 0906 0421 1218,27,F,H,102.0,SIDEWALK,511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,TERRA BELLA                  ST,SHARP                        AV,34.2504,-118.4291
330159,210712108,8/18/2021 0:00,6/21/2021 0:00,400,7,Wilshire,776,1,220,ATTEMPTED ROBBERY,1202 0355 1822 0910,63,F,H,124.0,BUS STOP,511.0,VERBAL THREAT,IC,Invest Cont,220.0,,,,VENICE                       BL,VINEYARD                     AV,34.047,-118.337
954132,240605216,1/21/2024 0:00,1/19/2024 0:00,2200,6,Hollywood,667,1,330,BURGLARY FROM VEHICLE,1300 1822 0344,37,F,W,707.0,GARAGE/CARPORT,,,IC,Invest Cont,330.0,,,,1200    GORDON                       ST,,34.0926,-118.3201
651986,230508830,5/15/2023 0:00,5/15/2023 0:00,1210,5,Harbor,563,2,624,BATTERY - SIMPLE ASSAULT,1822 0342 0416 1218 2004 1206,43,M,W,103.0,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,10TH                         ST,GAFFEY                       ST,33.7352,-118.2924
818961,231905931,2/14/2023 0:00,2/13/2023 0:00,2130,19,Mission,1959,2,900,VIOLATION OF COURT ORDER,0906 2038 2004,32,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,900.0,,,,10200    VENA                         AV,,34.2558,-118.4362
461919,221508623,4/15/2022 0:00,4/15/2022 0:00,930,15,N Hollywood,1569,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,38,M,W,101.0,STREET,,,IC,Invest Cont,331.0,,,,10100    TOLUCA LAKE                  AV,,34.1486,-118.3512
662788,231904396,1/10/2023 0:00,1/10/2023 0:00,1338,19,Mission,1962,2,813,CHILD ANNOYING (17YRS & UNDER),0529 0528 1822 1258,13,F,H,101.0,STREET,,,IC,Invest Cont,813.0,,,,N  SEPULVEDA                    BL,NORDHOFF                     ST,34.2355,-118.4675
478444,221420836,11/24/2022 0:00,11/12/2022 0:00,1245,14,Pacific,1432,1,352,PICKPOCKET,344,28,F,W,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,352.0,,,,1500    ABBOT KINNEY                 BL,,33.9934,-118.46
627249,221606950,4/3/2022 0:00,4/3/2022 0:00,1030,16,Foothill,1673,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822,33,F,H,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,8700    LANKERSHIM                   BL,,34.2271,-118.3878
621683,221322957,12/28/2022 0:00,12/25/2022 0:00,1715,13,Newton,1361,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1206 0432 0416,59,M,B,251.0,RECYCLING CENTER,304.0,CLUB/BAT,IC,Invest Cont,230.0,,,,48TH                         ST,BROADWAY,33.9992,-118.2784
110455,201115975,11/22/2020 0:00,11/21/2020 0:00,1800,11,Northeast,1162,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0408 1822,27,M,H,402.0,MARKET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230.0,,,,SUNSET,HILLHURST,34.0981,-118.2874
239310,210121531,12/3/2021 0:00,12/3/2021 0:00,1925,1,Central,191,1,330,BURGLARY FROM VEHICLE,1822 1414 0329 0344 1307 1609,30,F,K,210.0,RESTAURANT/FAST FOOD,,,IC,Invest Cont,330.0,,,,600 W  WASHINGTON                   BL,,34.0388,-118.2717
557609,232005998,2/19/2023 0:00,6/29/2022 0:00,1220,20,Olympic,2004,1,480,BIKE - STOLEN,0344 0358 1822,22,F,C,707.0,GARAGE/CARPORT,,,IC,Invest Cont,480.0,,,,600 N  SERRANO                      AV,,34.0817,-118.3069
789637,231514462,9/6/2023 0:00,9/6/2023 0:00,600,15,N Hollywood,1549,2,888,TRESPASSING,2004 0910,0,M,O,913.0,MTA - RED LINE - NORTH HOLLYWOOD,,,IC,Invest Cont,888.0,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
335496,211111315,7/29/2021 0:00,7/26/2021 0:00,745,11,Northeast,1143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,30,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,740.0,,,,4100    HOLLY KNOLL                  DR,,34.1064,-118.2809
8107,201006097,2/17/2020 0:00,2/17/2020 0:00,2155,10,West Valley,1044,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1813 0319 0340 2000 0416 0913 0448,50,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,18400    COLLINS                      ST,,34.1749,-118.5344
896419,241415518,11/27/2024 0:00,11/26/2024 0:00,1948,14,Pacific,1453,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394 1822,27,F,B,732.0,POST OFFICE,,,IC,Invest Cont,440.0,,,,4100    DEL REY                      AV,,33.9885,-118.4452
188776,201505723,2/4/2020 0:00,2/3/2020 0:00,1000,15,N Hollywood,1562,2,664,"BUNCO, PETTY THEFT",800,41,F,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,664.0,,,,4500    LAURELGROVE                  AV,,34.1522,-118.4009
